,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source,href formula,Case Number.2
5051,22-Jan-1930,1930,Boat,MEXICO,Veracruz,Panuco River Mouth,Fishing schooner Jose Luis foundered,0,0,remains of one of the crew found in shark,Y,0,0,"Reno Evening Gazette, 2/14/1930",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.01.22-FishingSchooner.pdf,1930.01.22
5052,16-Jan-1930,1930,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,M,23,Torso & arm bitten,N,17h30,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern","A. LeRoux, M. Levine, GSAF; L. Green; G.Wilson",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.01.16-le-Roux.pdf,1930.01.16
5053,Jan-1930,1930,Sea Disaster,MAURITIUS,0,Two miles from shore in Tamarind Bay,Swimming to shore after a squall  capsized their motorized shark fishing boat,M,0,Five men were said to have been killed by sharks ,Y,0,0,"NY Times, 1/14/1930, p.8, col.3; V.M. Coppleson (1958), p.261",http://sharkattackfile.net/spreadsheets/pdf_directory/1930.01.00-Mauritius.pdf,1930.01.00
5054,1930,1930,Unprovoked,OKINAWA,0,0,0,M,17,Survived,N,0,0,Wonderokinawa.com,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.00.00.c-Kadena.pdf,1930.00.00.c
5055,1930,1930,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,M,0,FATAL,Y,0,0,H. Monsen,http://sharkattackfile.net/spreadsheets/pdf_directory/1930.00.00.a-Meyer.pdf,1930.00.00.a
5056,26-Dec-1929,1929,Unprovoked,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving by wharf,M,16,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,0,Tiger shark,"V.M. Coppleson.N3.(1933); V.M. Coppleson (1958), p.232; G.A. Llano, pp. 170-171",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.26-Oakley.pdf,1929.12.26
5057,21-Dec-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,0,Recovered at Thursday Island Hospital,N,0,0,L. Schultz & M. Malin ref. SAF Case #510,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.21-ThursdayIsland.pdf,1929.12.21
5058,16-Dec-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Collaroy,Bathing or body surfing ,F,17,Superficial lacerations on right leg,N,0,"""a small shark""","V.M. Coppleson.N10. (1933); V.M. Coppleson (1958), pp.112 & 232.  Note: In 1933 Coppleson gives the date of 16-Jan-1929 but revised it to 16-Dec-1929 in later works",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.16-Thom.pdf,1929.12.16
5059,13-Dec-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,M,0,Injuries to chest & arm,N,0,0,"J. Green, p.32; V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.13-Nago.pdf,1929.12.13
5060,Reported 09-Dec-1929,1929,Unprovoked,0,0,0,0,M,20,FATAL,Y,0,0,"The Age, 12/9/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.09.R-Duggan.pdf,1929.12.09.R
5061,Reported 03-Dec-1929,1929,Unprovoked,AUSTRALIA,Queensland,Townsville,0,M,50s,FATAL,Y,0,0,"Brisbane Courier, 12/3/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.12.03.R-Unidentified.pdf,1929.12.03.R
5062,29-Nov-1929,1929,Sea Disaster,KIRIBATI,Phoenix Islands,Nikumaroro Island,"Sea Disaster, wreck of the  SS Norwich City",M,0,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,0,0,"Hartford Courant, 2/15/1930",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.11.29-NorwichCity.pdf,1929.11.29
5063,21-Nov-1929,1929,Unprovoked,CUBA,Cienfuegos Province,Cienfuegos,Fishing,M,0,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,0,0,"New York Times, 11/28/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.11.21-Yugoago.pdf,1929.11.21
5064,20-Oct-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,Near Badu Island,Pearl diving,M,0,Heel injured,N,0,0,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.10.20-Lifu.pdf,1929.10.20
5065,02-Oct-1929,1929,Unprovoked,SPAIN,Valencia,Nasareth Beach,Fishing ,M,0,Arm injured when sharks rammed his boat,N,0,0,C. Moore. GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1929.10.02-Bonet-Valencia.pdf,1929.10.02
5066,01-Sep-1929,1929,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fell from wharf into water & attacked immediately,M,42,"FATAL, severe injuries to both legs ",Y,0,0,"V.M. Coppleson.Q7. (1933); V.M. Coppleson (1958), pp.90 & 237; A. Sharpe, p.96",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.09.01-Hobbs.pdf,1929.09.01
5067,05-Aug-1929,1929,Unprovoked,USA,South Carolina,Fort Moultrie,Bathing,M,0,Left foot & ankle bitten,N,0,0,"Clay Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.08.05-McGhee.pdf,1929.08.05
5068,29-Jul-1929,1929,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,M,0,Right leg severed below knee,N,0,0,"V.M. Coppleson (1958), p.262",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.07.29-Casanova.pdf,1929.07.29
5069,Reported 17-Jul-1929,1929,Invalid,CAPE VERDE,Santiago Island,Tarrafal,0,F,0,Body of woman recovered from 15' shark,0,0,Shark involvement prior to death unconfirmed,"C. Moore; GSAF. Heraldo de Madrid, 7/17/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.07.17.R-CapeVerde.pdf,1929.07.17.R
5070,23-Jun-1929,1929,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,0,Leg bitten by hooked shark PROVOKED INCIDENT,N,0,9-foot shark,"Miami News, 6/25/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.06.23-Jones.pdf,1929.06.23
5071,31-May-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,0,Pearl diving,M,0,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,0,0,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.05.31-Moira.pdf,1929.05.31
5072,Reported 26-Apr-1929,1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trepang,M,0,Thigh bitten,N,0,0,"Northern Standard (Dawin), 4/26/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.26.R-AliAhMat.pdf,1929.04.26.R
5073,Reported 17-Apr-1929,1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving for trochus,M,0,Lacerations to right wrist,N,0,0,"Brisbane Courier, 4/19/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.17.R-Taked.pdf,1929.04.17.R
5074,11-Apr-1929,1929,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Standing in knee-deep water,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,13h45,"Grey nurse shark, 4' ","Brisbane Courier, 4/12/1929; Coppleson (1933)",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.11-Manners.pdf,1929.04.11
5075,09-Apr-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,0,M,0,FATAL,Y,0,0,"G.P. Whitley, citng R.S.M.A.C.",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.09-BaduIsland.pdf,1929.04.09
5076,04-Apr-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming between boats,M,0,FATAL,Y,0,0,"V.M. Coppleson (1958), p.242 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.04.04-Luffman.pdf,1929.04.04
5077,16-Mar-1929,1929,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,M,26,Right sole & toes lacerated,N,12h00,0,"New York Herald Tribune, 3/17/1929 edtion; H. Monsen, L. Green",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.16-Chadbourne.pdf,1929.03.16
5078,12-Mar-1929,1929,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,M,0,FATAL,Y,0,0,"G.P. Whitley; J. Green, p.32; V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.12-schoolboy.pdf,1929.03.12
5079,04-Mar-1929,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,M,9,Foot bitten,N,0,"""a dog shark""","Barrier Miner, 3/5/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf,1929.03.04.b
5080,04-Mar-1929,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Launching rowboat through the surf,M,12,Legs bitten,N,0,"""a dog shark""","Barrier Miner, 3/5/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.03.04.a-b.Roads-Aldridge.pdf,1929.03.04.a
5081,18-Feb-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Body surfing,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,15h30,0,"V.M. Coppleson.N12. (1933); V.M. Coppleson (1958), pp.64 & 231; A. Sharpe, pp.63-64",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.18-Butcher.pdf,1929.02.18
5082,09-Feb-1929,1929,Boat,AUSTRALIA,Western Australia,Glenelg,Canoeing,0,0,"No injury, shark pushed canoe from jetty to a point 100 m away",N,0,"Blue pointer, 12'","The Mail, 2/9/1929; G.P. Whitley;  SAF Case #505",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.09-canoe.pdf,1929.02.09
5083,08-Feb-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Y,16h00,Galapagos shark,"V. M. Coppleson.N11. (1933); J. Green, p.32; A. Sharpe, p.62",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.02.08-Gibson.pdf,1929.02.08
5084,27-Jan-1929,1929,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,  ,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,17h30,0,"V.M. Coppleson.Q.6. (1933); V.M. Coppleson (1958), pp. 90 & 237; G.A. Llano, pp.169-170",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.27-Weatherall.pdf,1929.01.27
5085,14-Jan-1929,1929,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,0,"One was bitten on the leg, the other on the arm",N,0,0,"Argus, 1/15/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.14-NewZealand.pdf,1929.01.14
5086,12-Jan-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Body surfing,M,14,"FATAL, right thigh & hip bitten",Y,18h10,12' shark,"V.M. Coppleson.N9. (1933); V.M. Coppleson (1958), pp.64 & 231 ; A. Sharpe, p.59-62",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.12-Stewart.pdf,1929.01.12
5087,06-Jan-1929,1929,Boat,TURKEY,0,San Stefano,Fishing boat,M,0,FATAL,Y,0,0,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.06.R-Istanbul.pdf,1929.01.06.R
5088,05-Jan-1929,1929,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,Diving for coins thrown from ship S.S. Moeraki,M,0,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,0,0,"V.M. Coppleson (1962), p.253, possibly GSAF 1925.00.00",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.01.05-FijianBoy.pdf,1929.01.05
5089,Reported 1929,1929,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,0,"Later found to be fiction, never happened",0,0,Invalid,"J. Lowell, Cradle of the Deep",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.e.R-Johanssen.pdf,1929.00.00.e.R
5090,Ca. 1929,1929,Provoked,AUSTRALIA,South Australia,Ardrossan,"Wading, netting fish",M,0,Bitten below the knee,N,0,"""a dog shark""","Barrier Miner, 3/5/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.d-Bowman.pdf,1929.00.00.d
5091,1929,1929,Provoked,USA,Florida,Indian River area,Fishing,M,0,Thigh lacerated by hooked shark PROVOKED INCIDENT,N,0,9' shark,"News Tribune, 6/28/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.c-Jones.pdf,1929.00.00.c
5092,1929,1929,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",0,M,0,Hand lacerated,N,0,0,"G.P. Whitley, p.261",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.b-Luckie.pdf,1929.00.00.b
5093,1929,1929,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Hardhat diving ,M,27,"“Put hand through hatch, shark nearly bit off thumb”",N,0,0,"R. McAllister; D. Baldridge, p.180 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.00.00.a-Holm.pdf,1929.00.00.a
5094,21-Dec-1928,1928,Unprovoked,AUSTRALIA,0,0,Pearl diving,M,0,Injuries to arm ,N,0,0,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.12.21-Rueben.pdf,1928.12.21
5095,18-Nov-1928,1928,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,M,0,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,0,"""Blue nose sharks""",NY Herald Tribune,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.18-SeaBright.pdf,1928.11.18
5096,Reported 15-Nov-1928,1928,Boat,INDIA,0,0,0,M,24,"No injury to occupants, shark bit keel",N,0,0,"Sun Herald, 11/15/1938",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.15.R-Wright.pdf,1928.11.15.R
5097,12-Nov-1928,1928,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",M,0,FATAL,Y,0,0,"Havre Daily News Promoter, 11/20/1928; TIME Magazine, 11/28/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.12-Vestris-DeVore.pdf,1928.11.12
5098,04-Nov-1928,1928,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,10h00,Moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,"J.W. Phalen is original source.  NOTE: V.M. Coppleson (1958), p.263, records the date as 11/4/1929, as does L. Schultz & M. Malin, p.535",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.11.04-Moreno.pdf,1928.11.04
5099,Sep-1928,1928,Unprovoked,USA,Texas,Corpus Christi,Fishing,M,0,Knee bitten,N,0,0,"Galveston Daily News, 12/7/1929",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.09.00-Loesberg.pdf,1928.09.00
5100,Reported 24-Aug-1928,1928,Invalid,USA,New Jersey,Off shore,0,M,0,Thumb & coat sleeve recovered from shark's gut,0,0,7' shark,"Decatur Evening Herald, 8/24/1928 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.08.24.R-Thumb.pdf,1928.08.24.R
5101,11-Jul-1928,1928,Unprovoked,AUSTRALIA,0,0,Pearl diving,M,0,Injuries to chest,N,0,0,"V.M. Coppleson (1958), p.242",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.07.11-Poid.pdf,1928.07.11
5102,Late Jul-1928,1928,Provoked,ITALY,Tuscany,Viareggio,Boating,M,0,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N,0,"Species unknown, possibly a white shark",A. De Maddalena; Gianturco (1978),http://sharkattackfile.net/spreadsheets/pdf_directory/1928.07.00-Bagolini.pdf,1928.07.00
5103,Reported 24-Jun-1928,1928,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,0,Bitten on leg,N,0,0,"Ludington Daily News, 6/24/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.06.24.R-Stevens.pdf,1928.06.24.R
5104,27-May-1928,1928,Invalid,INDIA,0,0,0,M,0,No details,0,13h00,Shark involvement not confirmed,"H.D. Baldridge (1994) SAF Case #1595, questioned authenticity of this incident",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.05.17-Smiot.pdf,1928.05.17
5105,Reported 14-Apr-1928,1928,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,M,0,Severe lacerations to arm,N,0,Tiger shark,"The Western Champion, 4/14/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.14.R-BarrowPoint.pdf,1928.04.14.R
5106,14-Apr-1928,1928,Unprovoked,AUSTRALIA,New South Wales,Bondi,Treading water,M,19,Tissue of left leg stripped from knee to ankle ,N,16h00,0,"V. M. Coppleson.N8. (1933); V.M. Coppleson (1958), pp.64 &231; A. Sharpe, p.59",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.14.a-Steele.pdf,1928.04.14
5107,09-Apr-1928,1928,Unprovoked,JAMAICA,0,"Coal wharf, Port Royal",Diving,M,0,FATAL,Y,Evening,0,"Kingston Gleaner, 4/11/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.09-Jamaica.pdf,1928.04.09
5108,06-Apr-1928,1928,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,M,15,Lacerations to right leg ,N,Morning,4' shark,"Brisbane Courier, 5/8/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.06-Arthy.pdf,1928.04.06
5109,04-Apr-1928,1928,Unprovoked,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",Standing in waist-deep water,M,28,"FATAL, right hand severed, large lacerations on thigh",Y,18h00,0,"V.M. Coppleson.N18. (1933); V.M. Coppleson (1958), pp.76 & 231; A. Sharpe, pp.83-84; G.A. Llano, pp.166-167",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.04-Lane.pdf,1928.04.04
5110,Reported 28-Mar-1928,1928,Unprovoked,AUSTRALIA,Queensland,0,0,M,0,Hip bitten,N,0,0,"Townsville Daily Bulletin, 3/28/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.03.28.R-Bob.pdf,1928.03.28.R
5111,20-Feb-1928,1928,Unprovoked,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",Pearl diving,M,0,FATAL,Y,0,0,"Townsville Daily Bulletin, 2/28/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.20-Wanewa.pdf,1928.02.20
5112,Feb-1928,1928,Unprovoked,COSTA RICA,Near Puntarenas,0,Swimming,F,0,Right leg severely lacerated. Surgically amputated,N,0,0,"Gleaner (Jamaica), 3/7/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.00.b-Artavia.pdf,1928.02.00.b
5113,Feb-1928,1928,Unprovoked,COSTA RICA,Near Puntarenas,0,Swimming,M,0,Right leg & hand severely lacerated,N,0,0,"Gleaner (Jamaica), 3/7/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.02.00.a-Chavez.pdf,1928.02.00.a
5114,27-Jan-1928,1928,Unprovoked,AUSTRALIA,Torres Strait,Deliverance Island,Retrieving meat from a cage in the water,M,78,FATAL,Y,0,0,"Portland Guardian, 12/10/1934",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.27-Envoldt.pdf,1928.01.27
5115,21-Jan-1928,1928,Invalid,USA,Florida,0,Swimming,0,0,Body not recovered ,0,Night,Shark involvement not confirmed,H.D. Baldridge (1994) SAF Case #838,http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.21.b-Florida-Swimmer.pdf,1928.01.21.b
5116,Some time between 08-Jan-1928 & 21-Jan-1928,1928,Invalid,USA,Florida,Off Florida coast,Jumped overboard and swimming,M,0,"FATAL, presumed taken by shark/s",0,Night,Shark involvement not confirmed,"NY Times, 1/22/1928; V.M. Coppleson (1962), p.257",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.21.a-Stowaways.pdf,1928.01.21.a
5117,02-Jan-1928,1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",0,F,0,Leg lacerated,N,0,0,"M. Levine, GSAF; Natal Mercury, 1/4/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.02-Hoskin.pdf,1928.01.02
5118,Jan-1928,1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Body surfing,M,18,Foot bitten,N,11h00,1.2 m [4'] shark,"P.D. Lynch, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.01.00-Lynch.pdf,1928.01.00
5119,1928,1928,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Standing,M,25,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N,11h00,0,"T. O. Niven, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.00.00-N'genaZakali.pdf,1928.00.00
5120,28-Dec-1927,1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,M,17,"FATAL, leg bitten  ",Y,11h00,"White shark, 4.4 m [14.5'] . ",M. Levine & C. Fourie,http://sharkattackfile.net/spreadsheets/pdf_directory/1927.12.28-Heyns.pdf,1927.12.28
5121,03-Nov-1927,1927,Sea Disaster,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",The steamer Tahiti collided with the ferry Greycliffe,0,0,40 people perished,Y,0,0,"Oakland Tribune, 8/16/1930",http://sharkattackfile.net/spreadsheets/pdf_directory/1927.11.0-Tahiti-diaster.pdf,1927.11.03
5122,25-Oct-1927,1927,Sea Disaster,BRAZIL,Porto Seguro,90 miles off Albrohos Island,Italian liner Principessa Mafalda sank,0,0,"Of 1256 on board, 295 perished, some were taken by sharks",Y,12h00,0,"L. Schultz & M. Malin, p.557; SAF Case #833",http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10.25-Mafalda.pdf,1927.10.25
5123,12-Oct-1927,1927,Unprovoked,AUSTRALIA,New South Wales,"Kiah Creek, Eden",Riding horseback across the creek,M,0,No injury to man or horse,N,0,0,"Advertiser, 10/14/1927; V.M. Coppleson (1933); G.P. Whitley",http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10-12-Severs-horse.pdf,1927.10.12
5124,Oct-1927,1927,Unprovoked,FIJI,0,a river,"Standing, collecting bananas",M,0,Leg bitten. He survived,N,0,0,"The Methodist, 3/13/1937",http://sharkattackfile.net/spreadsheets/pdf_directory/1927.10.00-Josiah.pdf,1927.10.00
5125,03-Jul-1927,1927,Boat,AUSTRALIA,New South Wales,Bellambi Reef,0,0,0,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N,0,0,"G.P. Whitley; V.M. Coppleson (1933); Note: V.M. Coppleson (1958), p.185, also describes the same incident, listing a date of July 1937 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1927.07.03-Bellambi.pdf,1927.07.03
